# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2169771	2171342	-							DAUD_RS10445	1572		old_locus_tag=Daud_2059
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2169771	2171342	-	WP_012303124.1	WP_012303124.1		chaperonin			DAUD_RS10445	1572	523	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2171581	2172615	-					hrcA		DAUD_RS10450	1035		old_locus_tag=Daud_2060
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2171581	2172615	-	WP_012303125.1	WP_012303125.1		heat-inducible transcription repressor HrcA	hrcA		DAUD_RS10450	1035	344	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2172783	2174591	-					lepA		DAUD_RS10455	1809		old_locus_tag=Daud_2061
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2172783	2174591	-	WP_012303126.1	WP_012303126.1		elongation factor 4	lepA		DAUD_RS10455	1809	602	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2174819	2175685	-							DAUD_RS10460	867		old_locus_tag=Daud_2062
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2174819	2175685	-	WP_012303127.1	WP_012303127.1		PIG-L family deacetylase			DAUD_RS10460	867	288	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2175657	2176835	-							DAUD_RS10465	1179		old_locus_tag=Daud_2063
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2175657	2176835	-	WP_012303128.1	WP_012303128.1		glycosyltransferase			DAUD_RS10465	1179	392	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2177019	2177276	-							DAUD_RS10470	258		old_locus_tag=Daud_2064
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2177019	2177276	-	WP_012303129.1	WP_012303129.1		hypothetical protein			DAUD_RS10470	258	85	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2177367	2178338	-							DAUD_RS11745	972		old_locus_tag=Daud_2065
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2177367	2178338	-	WP_012303130.1	WP_012303130.1		stage II sporulation protein P			DAUD_RS11745	972	323	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2178419	2178778	-							DAUD_RS10480	360		old_locus_tag=Daud_2066
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2178419	2178778	-	WP_012303131.1	WP_012303131.1		phage holin family protein			DAUD_RS10480	360	119	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2178915	2179181	+					rpsT		DAUD_RS10485	267		old_locus_tag=Daud_2067
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2178915	2179181	+	WP_012303132.1	WP_012303132.1		30S ribosomal protein S20	rpsT		DAUD_RS10485	267	88	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2179315	2180322	-					holA		DAUD_RS10490	1008		old_locus_tag=Daud_2068
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2179315	2180322	-	WP_012303133.1	WP_012303133.1		DNA polymerase III subunit delta	holA		DAUD_RS10490	1008	335	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2180324	2180629	-							DAUD_RS10495	306		old_locus_tag=Daud_2069
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2180324	2180629	-	WP_012303134.1	WP_012303134.1		MTH1187 family thiamine-binding protein			DAUD_RS10495	306	101	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2180647	2183103	-							DAUD_RS10500	2457		old_locus_tag=Daud_2070
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2180647	2183103	-	WP_012303135.1	WP_012303135.1		DNA internalization-related competence protein ComEC/Rec2			DAUD_RS10500	2457	818	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2183184	2183756	-							DAUD_RS10505	573		old_locus_tag=Daud_2071
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2183184	2183756	-	WP_012303136.1	WP_012303136.1		ComEA family DNA-binding protein			DAUD_RS10505	573	190	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2183989	2184141	-							DAUD_RS12605	153		
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2183989	2184141	-	WP_166485184.1	WP_166485184.1		hypothetical protein			DAUD_RS12605	153	50	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2184391	2184648	-							DAUD_RS10510	258		old_locus_tag=Daud_2072
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2184391	2184648	-	WP_049752624.1	WP_049752624.1		4Fe-4S dicluster domain-containing protein			DAUD_RS10510	258	85	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2184650	2185237	-							DAUD_RS10515	588		old_locus_tag=Daud_2073
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2184650	2185237	-	WP_012303138.1	WP_012303138.1		pyruvate/ketoisovalerate oxidoreductase subunit gamma			DAUD_RS10515	588	195	
gene	pseudogene	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2185215	2185999	-							DAUD_RS10520	785		pseudo;old_locus_tag=Daud_2074
CDS	without_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2185215	2185999	-				2-oxoglutarate synthase			DAUD_RS10520	785		pseudo
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2186081	2187211	-							DAUD_RS10525	1131		old_locus_tag=Daud_2075
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2186081	2187211	-	WP_049752672.1	WP_049752672.1		ferredoxin oxidoreductase			DAUD_RS10525	1131	376	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2187244	2187912	-							DAUD_RS12610	669		old_locus_tag=Daud_2076
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2187244	2187912	-	WP_041571395.1	WP_041571395.1		ATP synthase			DAUD_RS12610	669	222	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2188028	2188954	-							DAUD_RS10535	927		old_locus_tag=Daud_2077
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2188028	2188954	-	WP_012303141.1	WP_012303141.1		transketolase family protein			DAUD_RS10535	927	308	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2189110	2189925	-							DAUD_RS10540	816		old_locus_tag=Daud_2078
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2189110	2189925	-	WP_012303142.1	WP_012303142.1		transketolase			DAUD_RS10540	816	271	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2190159	2191266	-					prfB		DAUD_RS10545	1108		old_locus_tag=Daud_2079
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2190159	2191266	-	WP_166485185.1	WP_166485185.1		peptide chain release factor 2	prfB		DAUD_RS10545	1107	368	ribosomal_slippage
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2191444	2194155	-					secA		DAUD_RS10550	2712		old_locus_tag=Daud_2080
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2191444	2194155	-	WP_012303144.1	WP_012303144.1		preprotein translocase subunit SecA	secA		DAUD_RS10550	2712	903	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2194347	2194871	-					raiA		DAUD_RS10555	525		old_locus_tag=Daud_2081
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2194347	2194871	-	WP_012303145.1	WP_012303145.1		ribosome-associated translation inhibitor RaiA	raiA		DAUD_RS10555	525	174	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2195088	2195828	-							DAUD_RS10560	741		old_locus_tag=Daud_2082
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2195088	2195828	-	WP_049752625.1	WP_049752625.1		ComF family protein			DAUD_RS10560	741	246	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2195821	2197521	-							DAUD_RS10565	1701		old_locus_tag=Daud_2083
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2195821	2197521	-	WP_166485186.1	WP_166485186.1		sensor domain-containing diguanylate cyclase			DAUD_RS10565	1701	566	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2197684	2198871	-							DAUD_RS10570	1188		old_locus_tag=Daud_2084
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2197684	2198871	-	WP_012303148.1	WP_012303148.1		methionine adenosyltransferase			DAUD_RS10570	1188	395	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2199013	2199378	-							DAUD_RS12160	366		old_locus_tag=Daud_2085
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2199013	2199378	-	WP_012303149.1	WP_012303149.1		DUF1284 domain-containing protein			DAUD_RS12160	366	121	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2199458	2200051	-							DAUD_RS10575	594		old_locus_tag=Daud_2086
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2199458	2200051	-	WP_012303150.1	WP_012303150.1		biotin transporter BioY			DAUD_RS10575	594	197	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2200287	2200538	-							DAUD_RS10580	252		old_locus_tag=Daud_2087
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2200287	2200538	-	WP_012303151.1	WP_012303151.1		YlmC/YmxH family sporulation protein			DAUD_RS10580	252	83	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2200585	2202165	-					murJ		DAUD_RS10585	1581		old_locus_tag=Daud_2088
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2200585	2202165	-	WP_012303152.1	WP_012303152.1		murein biosynthesis integral membrane protein MurJ	murJ		DAUD_RS10585	1581	526	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2202409	2203818	-							DAUD_RS10590	1410		old_locus_tag=Daud_2089
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2202409	2203818	-	WP_041570954.1	WP_041570954.1		phosphoglucomutase/phosphomannomutase family protein			DAUD_RS10590	1410	469	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2203888	2204625	-							DAUD_RS10595	738		old_locus_tag=Daud_2090
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2203888	2204625	-	WP_012303154.1	WP_012303154.1		DUF421 domain-containing protein			DAUD_RS10595	738	245	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2204994	2205854	-					galU		DAUD_RS10600	861		old_locus_tag=Daud_2091
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2204994	2205854	-	WP_012303155.1	WP_012303155.1		UTP--glucose-1-phosphate uridylyltransferase GalU	galU		DAUD_RS10600	861	286	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2205989	2207050	-							DAUD_RS10605	1062		old_locus_tag=Daud_2092
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2205989	2207050	-	WP_012303156.1	WP_012303156.1		undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase			DAUD_RS10605	1062	353	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2207195	2207629	-					fabZ		DAUD_RS10610	435		old_locus_tag=Daud_2093
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2207195	2207629	-	WP_041570955.1	WP_041570955.1		3-hydroxyacyl-ACP dehydratase FabZ	fabZ		DAUD_RS10610	435	144	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2207708	2209675	-							DAUD_RS10615	1968		old_locus_tag=Daud_2094
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2207708	2209675	-	WP_012303158.1	WP_012303158.1		hypothetical protein			DAUD_RS10615	1968	655	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2209798	2211015	-							DAUD_RS10620	1218		old_locus_tag=Daud_2095
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2209798	2211015	-	WP_166485187.1	WP_166485187.1		LytR family transcriptional regulator			DAUD_RS10620	1218	405	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2211071	2212195	-					csaB		DAUD_RS10625	1125		old_locus_tag=Daud_2096
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2211071	2212195	-	WP_166485257.1	WP_166485257.1		polysaccharide pyruvyl transferase CsaB	csaB		DAUD_RS10625	1125	374	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2212532	2214403	+							DAUD_RS10630	1872		old_locus_tag=Daud_2097
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2212532	2214403	+	WP_049752626.1	WP_049752626.1		FAD-dependent oxidoreductase			DAUD_RS10630	1872	623	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2214485	2215207	-							DAUD_RS10635	723		old_locus_tag=Daud_2098
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2214485	2215207	-	WP_012303162.1	WP_012303162.1		WecB/TagA/CpsF family glycosyltransferase			DAUD_RS10635	723	240	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2215361	2218492	-							DAUD_RS10640	3132		old_locus_tag=Daud_2099
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2215361	2218492	-	WP_012303163.1	WP_012303163.1		efflux RND transporter permease subunit			DAUD_RS10640	3132	1043	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2218489	2219631	-							DAUD_RS10645	1143		old_locus_tag=Daud_2100
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2218489	2219631	-	WP_049752627.1	WP_049752627.1		efflux RND transporter periplasmic adaptor subunit			DAUD_RS10645	1143	380	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2219634	2220125	-							DAUD_RS10650	492		old_locus_tag=Daud_2101
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2219634	2220125	-	WP_012303165.1	WP_012303165.1		MarR family transcriptional regulator			DAUD_RS10650	492	163	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2220366	2221319	-							DAUD_RS10655	954		old_locus_tag=Daud_2102
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2220366	2221319	-	WP_012303166.1	WP_012303166.1		protoheme IX farnesyltransferase			DAUD_RS10655	954	317	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2221551	2223221	+							DAUD_RS10660	1671		old_locus_tag=Daud_2103
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2221551	2223221	+	WP_041570957.1	WP_041570957.1		FAD-dependent oxidoreductase			DAUD_RS10660	1671	556	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2223280	2223498	-							DAUD_RS10665	219		
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2223280	2223498	-	WP_041570958.1	WP_041570958.1		hypothetical protein			DAUD_RS10665	219	72	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2223662	2223949	+							DAUD_RS11750	288		old_locus_tag=Daud_2104
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2223662	2223949	+	WP_012303168.1	WP_012303168.1		helix-turn-helix transcriptional regulator			DAUD_RS11750	288	95	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2224036	2224926	-							DAUD_RS10675	891		old_locus_tag=Daud_2105
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2224036	2224926	-	WP_012303169.1	WP_012303169.1		polysaccharide deacetylase family protein			DAUD_RS10675	891	296	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2225117	2225575	-							DAUD_RS10680	459		old_locus_tag=Daud_2106
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2225117	2225575	-	WP_012303170.1	WP_012303170.1		PIN domain-containing protein			DAUD_RS10680	459	152	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2225566	2225811	-							DAUD_RS10685	246		old_locus_tag=Daud_2107
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2225566	2225811	-	WP_041571408.1	WP_041571408.1		AbrB/MazE/SpoVT family DNA-binding domain-containing protein			DAUD_RS10685	246	81	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2226316	2229303	+							DAUD_RS11755	2988		old_locus_tag=Daud_2108
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2226316	2229303	+	WP_012303172.1	WP_012303172.1		S8 family serine peptidase			DAUD_RS11755	2988	995	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2229478	2229726	+							DAUD_RS10695	249		
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2229478	2229726	+	WP_041570959.1	WP_041570959.1		nucleotidyltransferase domain-containing protein			DAUD_RS10695	249	82	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2229847	2230029	+							DAUD_RS10700	183		old_locus_tag=Daud_2110
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2229847	2230029	+	WP_049752628.1	WP_049752628.1		HEPN domain-containing protein			DAUD_RS10700	183	60	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2230019	2230279	-							DAUD_RS12165	261		
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2230019	2230279	-	WP_083756679.1	WP_083756679.1		hypothetical protein			DAUD_RS12165	261	86	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2230213	2230854	-							DAUD_RS10705	642		old_locus_tag=Daud_2111
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2230213	2230854	-	WP_041570960.1	WP_041570960.1		hypothetical protein			DAUD_RS10705	642	213	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2231322	2231585	+							DAUD_RS10715	264		old_locus_tag=Daud_2113
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2231322	2231585	+	WP_012303175.1	WP_012303175.1		AbrB/MazE/SpoVT family DNA-binding domain-containing protein			DAUD_RS10715	264	87	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2231564	2231980	+							DAUD_RS10720	417		old_locus_tag=Daud_2114
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2231564	2231980	+	WP_012303176.1	WP_012303176.1		putative toxin-antitoxin system toxin component, PIN family			DAUD_RS10720	417	138	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2232053	2232274	-							DAUD_RS10725	222		old_locus_tag=Daud_2115
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2232053	2232274	-	WP_041570961.1	WP_041570961.1		type II toxin-antitoxin system HicB family antitoxin			DAUD_RS10725	222	73	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2232599	2234845	-							DAUD_RS10730	2247		old_locus_tag=Daud_2116
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2232599	2234845	-	WP_012303178.1	WP_012303178.1		S-layer homology domain-containing protein			DAUD_RS10730	2247	748	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	2235115	2235468	-							DAUD_RS10735	354		old_locus_tag=Daud_2117
